cong,id,mc.name,state,statenm,cd,party,nominate,caucus.total
108,15245,ABERCROM,82,HAWAII,1,100,-0.409,0
109,15245,ABERCROM,82,HAWAII,1,100,-0.399,12
110,15245,ABERCROM,82,HAWAII,1,100,-0.389,34
111,15245,ABERCROM,82,HAWAII,1,100,NA,50
103,15245,ABERCROMBIE,82, HAWAII ,1,100,NA,5
104,15245,ABERCROMBIE,82,HAWAII,1,100,NA,0
105,15245,ABERCROMBIE,82,HAWAII,1,100,NA,6
106,15245,ABERCROMBIE,82,HAWAII,1,100,-0.429,6
107,15245,ABERCROMBIE,82,HAWAII,1,100,-0.419,8
114,21522,ABRAHAM,45,LOUISIA,5,200,0.496,12
115,21522,"ABRAHAM, Ralph",NA,NA,5,200,NA,17
116,21522,"ABRAHAM, Ralph",45,NA,5,200,NA,18
103,15000,ACKERMAN,13, NEW YOR,5,100,NA,11
104,15000,ACKERMAN,13,NEW YOR,5,100,NA,6
105,15000,ACKERMAN,13,NEW YOR,5,100,NA,2
106,15000,ACKERMAN,13,NEW YOR,5,100,-0.415,2
107,15000,ACKERMAN,13,NEW YOR,5,100,-0.409,19
108,15000,ACKERMAN,13,NEW YOR,5,100,-0.403,14
109,15000,ACKERMAN,13,NEW YOR,5,100,-0.397,20
110,15000,ACKERMAN,13,NEW YOR,5,100,-0.39,30
111,15000,ACKERMAN,13,NEW YOR,5,100,NA,38
112,15000,ACKERMAN,13,NEW YOR,5,100,NA,40
112,21120,ADAMS,43,FLORIDA,24,200,NA,7
113,21545,ADAMS,47,NORTH C,12,100,-0.394,0
114,21545,ADAMS,47,NORTH C,12,100,-0.475,11
115,21545,"ADAMS, Alma",NA,NA,12,100,NA,21
116,21545,"ADAMS, Alma",47,NA,12,100,NA,19
105,29701,ADERHOLT,41,ALABAMA,4,200,NA,0
106,29701,ADERHOLT,41,ALABAMA,4,200,0.478,2
107,29701,ADERHOLT,41,ALABAMA,4,200,0.487,3
108,29701,ADERHOLT,41,ALABAMA,4,200,0.495,5
109,29701,ADERHOLT,41,ALABAMA,4,200,0.503,3
110,29701,ADERHOLT,41,ALABAMA,4,200,0.511,14
111,29701,ADERHOLT,41,ALABAMA,4,200,NA,20
112,29701,ADERHOLT,41,ALABAMA,4,200,NA,42
113,29701,ADERHOLT,41,ALABAMA,4,200,0.454,41
114,29701,ADERHOLT,41,ALABAMA,4,200,0.36,47
115,29701,"ADERHOLT, Robert",NA,NA,4,200,NA,53
116,29701,"ADERHOLT, Robert",41,NA,4,200,NA,52
111,20928,ADLER,12,NEW JER,3,100,NA,1
114,21506,AGUILAR,71,CALIFOR,31,100,-0.448,60
115,21506,"AGUILAR, Peter Rey",NA,NA,31,100,NA,23
116,21506,"AGUILAR, Peter Rey",71,NA,31,100,NA,24
107,20123,AKIN,34,MISSOUR,2,200,0.718,0
108,20123,AKIN,34,MISSOUR,2,200,0.732,3
109,20123,AKIN,34,MISSOUR,2,200,0.746,1
110,20123,AKIN,34,MISSOUR,2,200,0.76,15
111,20123,AKIN,34,MISSOUR,2,200,NA,21
112,20123,AKIN,34,MISSOUR,2,200,NA,41
108,20327,ALEXANDER,45,LOUISIA,5,100,-0.082,20
109,90327,ALEXANDER,45,LOUISIA,5,200,0.508,2
110,90327,ALEXANDER,45,LOUISIA,5,200,0.508,6
111,90327,ALEXANDER,45,LOUISIA,5,200,NA,9
112,90327,ALEXANDER,45,LOUISIA,5,200,NA,34
113,90327,ALEXANDER,45,LOUISIA,5,200,0.473,0
104,29108,ALLARD,62,COLORAD,4,200,NA,1
103,29108,ALLARD     ,62, COLORAD,4,200,NA,0
105,29728,ALLEN,2,MAINE,1,100,NA,3
106,29728,ALLEN,2,MAINE,1,100,-0.402,4
107,29728,ALLEN,2,MAINE,1,100,-0.394,13
108,29728,ALLEN,2,MAINE,1,100,-0.386,3
109,29728,ALLEN,2,MAINE,1,100,-0.378,14
110,29728,ALLEN,2,MAINE,1,100,-0.37,32
114,21516,ALLEN,44,GEORGIA,12,200,0.623,4
115,21516,"ALLEN, Rick W.",NA,NA,12,200,NA,10
116,21516,"ALLEN, Rick W.",44,NA,12,200,NA,12
116,21900,"ALLRED, Colin",49,NA,32,100,NA,3
110,20743,ALTMIRE,14,PENNSYL,4,100,-0.09,4
111,20743,ALTMIRE,14,PENNSYL,4,100,NA,25
112,20743,ALTMIRE,14,PENNSYL,4,100,NA,53
112,21143,AMASH,23,MICHIGA,3,200,NA,4
113,21143,AMASH,23,MICHIGA,3,200,0.997,4
114,21143,AMASH,23,MICHIGA,3,200,0.658,3
115,21143,"AMASH, Justin",NA,NA,3,200,NA,4
116,21143,"AMASH, Justin",23,NA,3,200,NA,4
112,21196,AMODEI,65,NEVADA,2,200,NA,1
113,21196,AMODEI,65,NEVADA,2,200,0.65,16
114,21196,AMODEI,65,NEVADA,2,200,0.324,16
115,21196,"AMODEI, Mark E.",NA,NA,2,200,NA,21
116,21196,"AMODEI, Mark E.",65,NA,2,200,NA,21
108,29132,ANDREWS,12,NEW JER,1,100,-0.3,14
109,29132,ANDREWS,12,NEW JER,1,100,-0.327,10
110,29132,ANDREWS,12,NEW JER,1,100,-0.353,19
111,29132,ANDREWS,12,NEW JER,1,100,NA,30
112,29132,ANDREWS,12,NEW JER,1,100,NA,48
113,29132,ANDREWS,12,NEW JER,1,100,-0.388,51
103,15001,ANDREWS  MI,49, TEXAS  ,25,100,NA,4
103,29132,ANDREWS  RO,12, NEW JER,1,100,NA,0
104,29132,ANDREWS  RO,12,NEW JER,1,100,NA,0
105,29132,ANDREWS  RO,12,NEW JER,1,100,NA,4
106,29132,ANDREWS  RO,12,NEW JER,1,100,-0.247,3
107,29132,ANDREWS  RO,12,NEW JER,1,100,-0.273,6
103,29121,ANDREWS  TH,2, MAINE  ,1,100,NA,0
103,14402,APPLEGATE  ,24, OHIO   ,18,100,NA,1
104,13002,ARCHER,49,TEXAS,7,200,NA,2
105,13002,ARCHER,49,TEXAS,7,200,NA,0
106,13002,ARCHER,49,TEXAS,7,200,0.517,0
103,13002,ARCHER     ,49, TEXAS  ,7,200,NA,1
110,20736,ARCURI,13,NEW YOR,24,100,-0.195,17
111,20736,ARCURI,13,NEW YOR,24,100,NA,21
104,15125,ARMEY,49,TEXAS,26,200,NA,0
105,15125,ARMEY,49,TEXAS,26,200,NA,0
106,15125,ARMEY,49,TEXAS,26,200,0.615,0
107,15125,ARMEY,49,TEXAS,26,200,0.607,2
103,15125,ARMEY      ,49, TEXAS  ,26,200,NA,1
116,21901,"ARMSTRONG, Kelly",36,NA,1,200,NA,1
115,21700,"ARRINGTON, Jodey Cook",NA,NA,19,200,NA,1
116,21700,"ARRINGTON, Jodey Cook",49,NA,19,200,NA,2
111,20940,AUSTRIA,24,OHIO,7,200,NA,1
112,20940,AUSTRIA,24,OHIO,7,200,NA,11
116,21902,"AXNE, Cynthia",31,NA,3,100,NA,2
114,21551,BABIN,49,TEXAS,36,200,0.612,14
115,21551,"BABIN, Brian",NA,NA,36,200,NA,14
116,21551,"BABIN, Brian",49,NA,36,200,NA,28
108,29942,BACA,71,CALIFOR,43,100,-0.306,8
109,29942,BACA,71,CALIFOR,43,100,-0.321,5
110,29942,BACA,71,CALIFOR,43,100,-0.336,16
111,29942,BACA,71,CALIFOR,43,100,NA,27
112,29942,BACA,71,CALIFOR,43,100,NA,36
106,29942,BACA  JOE,71,CALIFOR,42,100,-0.275,0
107,29942,BACA  JOE,71,CALIFOR,42,100,-0.29,6
103,29112,BACCHUS    ,43, FLORIDA,15,100,NA,5
110,20728,BACHMANN,33,MINNESO,6,200,0.711,3
111,20728,BACHMANN,33,MINNESO,6,200,NA,15
112,20728,BACHMANN,33,MINNESO,6,200,NA,27
113,20728,BACHMANN,33,MINNESO,6,200,0.822,33
104,29301,BACHUS,41,ALABAMA,6,200,NA,0
105,29301,BACHUS,41,ALABAMA,6,200,NA,1
106,29301,BACHUS,41,ALABAMA,6,200,0.51,1
107,29301,BACHUS,41,ALABAMA,6,200,0.526,3
108,29301,BACHUS,41,ALABAMA,6,200,0.541,0
109,29301,BACHUS,41,ALABAMA,6,200,0.557,20
110,29301,BACHUS,41,ALABAMA,6,200,0.572,28
111,29301,BACHUS,41,ALABAMA,6,200,NA,31
112,29301,BACHUS,41,ALABAMA,6,200,NA,53
113,29301,BACHUS,41,ALABAMA,6,200,0.575,63
103,29301,BACHUS     ,41, ALABAMA,6,200,NA,0
115,21701,"BACON, Donald J.",NA,NA,2,200,NA,3
116,21701,"BACON, Donald J.",35,NA,2,200,NA,36
104,29353,BAESLER,51,KENTUCK,6,100,NA,1
105,29353,BAESLER,51,KENTUCK,6,100,NA,1
103,29353,BAESLER    ,51, KENTUCK,6,100,NA,5
108,29938,BAIRD,73,WASHING,3,100,-0.388,8
109,29938,BAIRD,73,WASHING,3,100,-0.339,26
110,29938,BAIRD,73,WASHING,3,100,-0.291,40
111,29938,BAIRD,73,WASHING,3,100,NA,47
106,29938,BAIRD  BRIA,73,WASHING,3,100,-0.485,1
107,29938,BAIRD  BRIA,73,WASHING,3,100,-0.436,5
116,21903,"BAIRD, James",22,NA,4,200,NA,1
104,15401,BAKER,45,LOUISIA,6,200,NA,3
105,15401,BAKER,45,LOUISIA,6,200,NA,1
106,15401,BAKER,45,LOUISIA,6,200,0.485,1
107,15401,BAKER,45,LOUISIA,6,200,0.5,2
108,15401,BAKER,45,LOUISIA,6,200,0.515,2
109,15401,BAKER,45,LOUISIA,6,200,0.531,5
110,15401,BAKER,45,LOUISIA,6,200,0.546,18
103,15401,BAKER      ,45, LOUISIA,6,200,NA,1
103,29310,BAKER  BILL,71, CALIFOR,10,200,NA,0
104,29310,BAKER  BILL,71,CALIFOR,10,200,NA,1
104,29528,BALDACCI,2,MAINE,2,100,NA,0
105,29528,BALDACCI,2,MAINE,2,100,NA,0
106,29528,BALDACCI,2,MAINE,2,100,-0.32,0
107,29528,BALDACCI,2,MAINE,2,100,-0.32,1
108,29940,BALDWIN,25,WISCONS,2,100,-0.558,6
109,29940,BALDWIN,25,WISCONS,2,100,-0.566,5
110,29940,BALDWIN,25,WISCONS,2,100,-0.574,32
111,29940,BALDWIN,25,WISCONS,2,100,NA,51
112,29940,BALDWIN,25,WISCONS,2,100,NA,76
106,29940,BALDWIN  TA,25,WISCONS,2,100,-0.542,1
107,29940,BALDWIN  TA,25,WISCONS,2,100,-0.55,3
108,20339,BALLANCE,47,NORTH C,1,100,-0.444,5
108,15402,BALLENGE,47,NORTH C,10,200,0.546,4
104,15402,BALLENGER,47,NORTH C,10,200,NA,0
105,15402,BALLENGER,47,NORTH C,10,200,NA,2
106,15402,BALLENGER,47,NORTH C,10,200,0.515,2
107,15402,BALLENGER,47,NORTH C,10,200,0.531,1
103,15402,BALLENGER  ,47, NORTH C,10,200,NA,4
115,21702,"BANKS, James E.",NA,NA,3,200,NA,2
116,21702,"BANKS, James E.",22,NA,3,200,NA,9
112,21199,BARBER,61,ARIZONA,8,100,NA,0
113,21199,BARBER,61,ARIZONA,2,100,-0.088,12
103,39314,BARCA      ,25, WISCONS,1,100,NA,0
104,29363,BARCIA,23,MICHIGA,5,100,NA,2
105,29363,BARCIA,23,MICHIGA,5,100,NA,2
106,29363,BARCIA,23,MICHIGA,5,100,-0.169,5
107,29363,BARCIA,23,MICHIGA,5,100,-0.159,7
103,29363,BARCIA     ,23, MICHIGA,5,100,NA,0
112,21171,BARLETTA,14,PENNSYL,11,200,NA,13
113,21171,BARLETTA,14,PENNSYL,11,200,0.4,34
114,21171,BARLETTA,14,PENNSYL,11,200,0.275,39
115,21171,"BARLETTA, Lou",NA,NA,11,200,NA,39
103,29351,BARLOW     ,51, KENTUCK,1,100,NA,2
104,29511,BARR,44,GEORGIA,7,200,NA,1
105,29511,BARR,44,GEORGIA,7,200,NA,2
106,29511,BARR,44,GEORGIA,7,200,0.668,2
107,29511,BARR,44,GEORGIA,7,200,0.668,2
113,21333,BARR,51,KENTUCK,6,200,0.72,19
114,21333,BARR,51,KENTUCK,6,200,0.605,53
115,21333,"BARR, Garland H. (Andy) IV",NA,NA,6,200,NA,32
116,21333,"BARR, Garland H. (Andy) IV",51,NA,6,200,NA,41
116,21703,"BARRAGÁN, Nanette Diaz",71,NA,44,100,NA,30
115,21703,"BARRAGAN, Nanette Diaz",NA,NA,44,100,NA,10
104,29129,BARRETT,35,NEBRASK,3,200,NA,1
105,29129,BARRETT,35,NEBRASK,3,200,NA,4
106,29129,BARRETT,35,NEBRASK,3,200,0.397,4
108,20347,BARRETT,48,SOUTH C,3,200,0.789,3
109,20347,BARRETT,48,SOUTH C,3,200,0.789,3
110,20347,BARRETT,48,SOUTH C,3,200,0.789,10
111,20347,BARRETT,48,SOUTH C,3,200,NA,20
103,29129,BARRETT    ,35, NEBRASK,3,200,NA,0
103,39315,BARRETT  TH,25, WISCONS,5,100,NA,0
104,39315,BARRETT  TH,25,WISCONS,5,100,NA,0
105,39315,BARRETT  TH,25,WISCONS,5,100,NA,0
106,39315,BARRETT  TH,25,WISCONS,5,100,-0.414,0
107,39315,BARRETT  TH,25,WISCONS,5,100,-0.459,11
109,20507,BARROW,44,GEORGIA,12,100,-0.055,0
110,20507,BARROW,44,GEORGIA,12,100,-0.055,9
111,20507,BARROW,44,GEORGIA,12,100,NA,13
112,20507,BARROW,44,GEORGIA,12,100,NA,27
113,20507,BARROW,44,GEORGIA,12,100,-0.143,25
104,29356,BARTLETT,52,MARYLAN,6,200,NA,0
105,29356,BARTLETT,52,MARYLAN,6,200,NA,5
106,29356,BARTLETT,52,MARYLAN,6,200,0.624,5
107,29356,BARTLETT,52,MARYLAN,6,200,0.632,6
108,29356,BARTLETT,52,MARYLAN,6,200,0.641,0
109,29356,BARTLETT,52,MARYLAN,6,200,0.649,7
110,29356,BARTLETT,52,MARYLAN,6,200,0.658,19
111,29356,BARTLETT,52,MARYLAN,6,200,NA,31
112,29356,BARTLETT,52,MARYLAN,6,200,NA,49
103,29356,BARTLETT   ,52, MARYLAN,6,200,NA,0
104,15085,BARTON,49,TEXAS,6,200,NA,1
105,15085,BARTON,49,TEXAS,6,200,NA,5
106,15085,BARTON,49,TEXAS,6,200,0.613,7
107,15085,BARTON,49,TEXAS,6,200,0.627,12
108,15085,BARTON,49,TEXAS,6,200,0.64,6
109,15085,BARTON,49,TEXAS,6,200,0.654,13
110,15085,BARTON,49,TEXAS,6,200,0.668,16
111,15085,BARTON,49,TEXAS,6,200,NA,28
112,15085,BARTON,49,TEXAS,6,200,NA,37
113,15085,BARTON,49,TEXAS,6,200,0.725,38
114,15085,BARTON,49,TEXAS,6,200,0.528,40
103,15085,BARTON     ,49, TEXAS  ,6,200,NA,5
115,15085,"BARTON, Joe Linus",NA,NA,6,200,NA,36
104,29538,BASS,4,NEW HAM,2,200,NA,4
105,29538,BASS,4,NEW HAM,2,200,NA,0
106,29538,BASS,4,NEW HAM,2,200,0.476,1
107,29538,BASS,4,NEW HAM,2,200,0.514,6
108,29538,BASS,4,NEW HAM,2,200,0.551,13
109,29538,BASS,4,NEW HAM,2,200,0.588,17
112,21110,BASS,71,CALIFOR,33,100,NA,15
112,29538,BASS,4,NEW HAM,2,200,NA,8
113,21110,BASS,71,CALIFOR,37,100,-0.513,24
114,21110,BASS,71,CALIFOR,37,100,-0.506,20
115,21110,"BASS, Karen",NA,NA,37,100,NA,31
116,21110,"BASS, Karen",71,NA,37,100,NA,37
104,15003,BATEMAN,40,VIRGINI,1,200,NA,0
105,15003,BATEMAN,40,VIRGINI,1,200,NA,5
106,15003,BATEMAN,40,VIRGINI,1,200,0.28,6
103,15003,BATEMAN    ,40, VIRGINI,1,200,NA,6
109,20509,BEAN,21,ILLINOI,8,100,-0.172,1
110,20509,BEAN,21,ILLINOI,8,100,-0.172,14
111,20509,BEAN,21,ILLINOI,8,100,NA,19
113,21352,BEATTY,24,OHIO,3,100,-0.43,4
114,21352,BEATTY,24,OHIO,3,100,-0.43,14
115,21352,"BEATTY, Joyce",NA,NA,3,100,NA,17
116,21352,"BEATTY, Joyce",24,NA,3,100,NA,23
108,20312,BEAUPREZ,62,COLORAD,7,200,0.651,7
109,20312,BEAUPREZ,62,COLORAD,7,200,0.651,1
104,29316,BECERRA,71,CALIFOR,30,100,NA,4
105,29316,BECERRA,71,CALIFOR,30,100,NA,3
106,29316,BECERRA,71,CALIFOR,30,100,-0.528,3
107,29316,BECERRA,71,CALIFOR,30,100,-0.507,6
108,29316,BECERRA,71,CALIFOR,31,100,-0.486,2
109,29316,BECERRA,71,CALIFOR,31,100,-0.464,8
110,29316,BECERRA,71,CALIFOR,31,100,-0.443,19
111,29316,BECERRA,71,CALIFOR,31,100,NA,27
112,29316,BECERRA,71,CALIFOR,31,100,NA,30
113,29316,BECERRA,71,CALIFOR,34,100,-0.446,34
114,29316,BECERRA,71,CALIFOR,34,100,-0.355,66
103,29316,BECERRA    ,71, CALIFOR,30,100,NA,1
104,14405,BEILENSON,71,CALIFOR,24,100,NA,1
103,14405,BEILENSON  ,71, CALIFOR,24,100,NA,7
108,20354,BELL,49,TEXAS,25,100,-0.32,8
112,21141,BENISHEK,23,MICHIGA,1,200,NA,6
113,21141,BENISHEK,23,MICHIGA,1,200,0.88,16
114,21141,BENISHEK,23,MICHIGA,1,200,0.491,26
113,21336,BENTIVOLIO,23,MICHIGA,11,200,0.961,15
103,15086,BENTLEY    ,52, MARYLAN,2,200,NA,6
104,29574,BENTSEN,49,TEXAS,25,100,NA,1
105,29574,BENTSEN,49,TEXAS,25,100,NA,0
106,29574,BENTSEN,49,TEXAS,25,100,-0.279,1
107,29574,BENTSEN,49,TEXAS,25,100,-0.279,5
113,21304,BERA,71,CALIFOR,7,100,-0.203,6
114,21304,BERA,71,CALIFOR,7,100,0.383,74
115,21304,"BERA, Ami",NA,NA,7,100,NA,14
116,21304,"BERA, Ami",71,NA,7,100,NA,22
104,14605,BEREUTER,35,NEBRASK,1,200,NA,0
105,14605,BEREUTER,35,NEBRASK,1,200,NA,5
106,14605,BEREUTER,35,NEBRASK,1,200,0.271,4
107,14605,BEREUTER,35,NEBRASK,1,200,0.282,9
108,14605,BEREUTER,35,NEBRASK,1,200,0.293,0
103,14605,BEREUTER   ,35, NEBRASK,1,200,NA,7
112,21160,BERG,36,NORTH D,1,200,NA,9
115,21704,"BERGMAN, John",NA,NA,1,200,NA,3
116,21704,"BERGMAN, John",23,NA,1,200,NA,13
108,29922,BERKLEY,65,NEVADA,1,100,-0.289,1
109,29922,BERKLEY,65,NEVADA,1,100,-0.293,27
110,29922,BERKLEY,65,NEVADA,1,100,-0.296,49
111,29922,BERKLEY,65,NEVADA,1,100,NA,61
112,29922,BERKLEY,65,NEVADA,1,100,NA,81
106,29922,BERKLEY  SH,65,NEVADA,1,100,-0.283,20
107,29922,BERKLEY  SH,65,NEVADA,1,100,-0.286,23
104,15005,BERMAN,71,CALIFOR,26,100,NA,5
105,15005,BERMAN,71,CALIFOR,26,100,NA,0
106,15005,BERMAN,71,CALIFOR,26,100,-0.388,0
107,15005,BERMAN,71,CALIFOR,26,100,-0.382,5
108,15005,BERMAN,71,CALIFOR,28,100,-0.375,25
109,15005,BERMAN,71,CALIFOR,28,100,-0.368,6
110,15005,BERMAN,71,CALIFOR,28,100,-0.362,24
111,15005,BERMAN,71,CALIFOR,28,100,NA,40
112,15005,BERMAN,71,CALIFOR,28,100,NA,58
103,15005,BERMAN     ,71, CALIFOR,26,100,NA,6
105,29702,BERRY,42,ARKANSA,1,100,NA,6
106,29702,BERRY,42,ARKANSA,1,100,-0.258,8
107,29702,BERRY,42,ARKANSA,1,100,-0.27,14
108,29702,BERRY,42,ARKANSA,1,100,-0.282,5
109,29702,BERRY,42,ARKANSA,1,100,-0.294,18
110,29702,BERRY,42,ARKANSA,1,100,-0.306,28
111,29702,BERRY,42,ARKANSA,1,100,NA,35
104,11000,BEVILL,41,ALABAMA,4,100,NA,0
103,11000,BEVILL     ,41, ALABAMA,4,100,NA,7
114,21554,BEYER,40,VIRGINI,8,100,-0.398,21
115,21554,"BEYER, Donald Sternoff Jr.",NA,NA,8,100,NA,26
116,21554,"BEYER, Donald Sternoff Jr.",40,NA,8,100,NA,47
108,29912,BIGGERT,21,ILLINOI,13,200,0.544,10
109,29912,BIGGERT,21,ILLINOI,13,200,0.565,15
110,29912,BIGGERT,21,ILLINOI,13,200,0.585,24
111,29912,BIGGERT,21,ILLINOI,13,200,NA,36
112,29912,BIGGERT,21,ILLINOI,13,200,NA,40
106,29912,BIGGERT  JU,21,ILLINOI,13,200,0.503,1
107,29912,BIGGERT  JU,21,ILLINOI,13,200,0.524,9
115,21705,"BIGGS, Andrew S.",NA,NA,5,200,NA,2
116,21705,"BIGGS, Andrew S.",61,NA,5,200,NA,15
104,29508,BILBRAY,71,CALIFOR,49,200,NA,6
105,29508,BILBRAY,71,CALIFOR,49,200,NA,9
106,29508,BILBRAY,71,CALIFOR,49,200,0.598,9
110,29508,BILBRAY,71,CALIFOR,50,200,0.738,5
111,29508,BILBRAY,71,CALIFOR,50,200,NA,17
112,29508,BILBRAY,71,CALIFOR,50,200,NA,42
103,15403,BILBRAY    ,65, NEVADA ,1,100,NA,3
108,15006,BILIRAKI,43,FLORIDA,9,200,0.451,9
109,15006,BILIRAKI,43,FLORIDA,9,200,0.464,1
110,20758,BILIRAKI,43,FLORIDA,9,200,0.511,8
111,20758,BILIRAKI,43,FLORIDA,9,200,NA,22
112,20758,BILIRAKI,43,FLORIDA,9,200,NA,44
104,15006,BILIRAKIS,43,FLORIDA,9,200,NA,1
105,15006,BILIRAKIS,43,FLORIDA,9,200,NA,4
106,15006,BILIRAKIS,43,FLORIDA,9,200,0.425,2
107,15006,BILIRAKIS,43,FLORIDA,9,200,0.438,8
113,20758,BILIRAKIS,43,FLORIDA,12,200,0.617,52
114,20758,BILIRAKIS,43,FLORIDA,12,200,0.402,59
103,15006,BILIRAKIS  ,43, FLORIDA,9,200,NA,3
115,20758,"BILIRAKIS, Gus",NA,NA,12,200,NA,58
116,20758,"BILIRAKIS, Gus",43,NA,12,200,NA,60
104,29339,BISHOP,44,GEORGIA,2,100,NA,2
105,29339,BISHOP,44,GEORGIA,2,100,NA,6
106,29339,BISHOP,44,GEORGIA,2,100,-0.271,6
107,29339,BISHOP,44,GEORGIA,2,100,-0.261,8
108,20338,BISHOP,13,NEW YOR,1,100,-0.334,9
108,20357,BISHOP,67,UTAH,1,200,0.66,8
108,29339,BISHOP,44,GEORGIA,2,100,-0.251,16
109,20338,BISHOP,13,NEW YOR,1,100,-0.334,2
109,20357,BISHOP,67,UTAH,1,200,0.66,0
109,29339,BISHOP,44,GEORGIA,2,100,-0.241,9
110,20338,BISHOP,13,NEW YOR,1,100,-0.334,18
110,20357,BISHOP,67,UTAH,1,200,0.66,7
110,29339,BISHOP,44,GEORGIA,2,100,-0.231,22
111,20338,BISHOP,13,NEW YOR,1,100,NA,23
111,20357,BISHOP,67,UTAH,1,200,NA,15
111,29339,BISHOP,44,GEORGIA,2,100,NA,26
112,20338,BISHOP,13,NEW YOR,1,100,NA,33
112,20357,BISHOP,67,UTAH,1,200,NA,35
112,29339,BISHOP,44,GEORGIA,2,100,NA,43
113,20338,BISHOP,13,NEW YOR,1,100,-0.303,40
113,20357,BISHOP,67,UTAH,1,200,0.824,41
113,29339,BISHOP,44,GEORGIA,2,100,-0.235,51
114,20357,BISHOP,67,UTAH,1,200,0.521,45
114,21527,BISHOP,23,MICHIGA,8,200,0.447,4
114,29339,BISHOP,44,GEORGIA,2,100,-0.281,40
103,29339,BISHOP     ,44, GEORGIA,2,100,NA,2
115,21527,"BISHOP, Michael Dean",NA,NA,8,200,NA,3
115,20357,"BISHOP, Robert (Rob)",NA,NA,1,200,NA,44
116,20357,"BISHOP, Robert (Rob)",67,NA,1,200,NA,40
115,29339,"BISHOP, Sanford Dixon, Jr.",NA,NA,2,100,NA,64
116,29339,"BISHOP, Sanford Dixon, Jr.",44,NA,2,100,NA,47
112,21180,BLACK,54,TENNESS,6,200,NA,15
113,21180,BLACK,54,TENNESS,6,200,0.728,25
114,21180,BLACK,54,TENNESS,6,200,0.616,37
115,21180,"BLACK, Diane",NA,NA,6,200,NA,29
108,20351,BLACKBURN,54,TENNESS,7,200,0.774,0
109,20351,BLACKBURN,54,TENNESS,7,200,0.774,0
110,20351,BLACKBURN,54,TENNESS,7,200,0.774,12
111,20351,BLACKBURN,54,TENNESS,7,200,NA,23
112,20351,BLACKBURN,54,TENNESS,7,200,NA,50
113,20351,BLACKBURN,54,TENNESS,7,200,0.806,61
114,20351,BLACKBURN,54,TENNESS,7,200,0.526,31
115,20351,"BLACKBURN, Marsha",NA,NA,7,200,NA,68
103,29140,BLACKWELL  ,14, PENNSYL,2,100,NA,4
105,29716,BLAGOJEVICH,21,ILLINOI,5,100,NA,0
106,29716,BLAGOJEVICH,21,ILLINOI,5,100,-0.303,5
107,29716,BLAGOJEVICH,21,ILLINOI,5,100,-0.303,14
104,14802,BLILEY,40,VIRGINI,7,200,NA,4
105,14802,BLILEY,40,VIRGINI,7,200,NA,3
106,14802,BLILEY,40,VIRGINI,7,200,0.435,4
103,14802,BLILEY     ,40, VIRGINI,7,200,NA,7
114,21520,BLUM,31,IOWA,1,200,0.52,16
115,21520,"BLUM, Rod",NA,NA,1,200,NA,13
108,29588,BLUMENAU,72,OREGON,3,100,-0.469,0
109,29588,BLUMENAU,72,OREGON,3,100,-0.499,40
110,29588,BLUMENAU,72,OREGON,3,100,-0.53,48
111,29588,BLUMENAU,72,OREGON,3,100,NA,56
112,29588,BLUMENAU,72,OREGON,3,100,NA,74
104,29588,BLUMENAUER,72,OREGON,3,100,NA,0
105,29588,BLUMENAUER,72,OREGON,3,100,NA,8
106,29588,BLUMENAUER,72,OREGON,3,100,-0.407,9
107,29588,BLUMENAUER,72,OREGON,3,100,-0.438,15
114,29588,BLUMENAUER,72,OREGON,3,100,-0.429,43
115,29588,"BLUMENAUER, Earl",NA,NA,3,100,NA,75
116,29588,"BLUMENAUER, Earl",72,NA,3,100,NA,82
113,29588,BLUMENAUR,72,OREGON,3,100,-0.518,83
105,29735,BLUNT,34,MISSOUR,7,200,NA,1
106,29735,BLUNT,34,MISSOUR,7,200,0.582,1
107,29735,BLUNT,34,MISSOUR,7,200,0.599,5
108,29735,BLUNT,34,MISSOUR,7,200,0.615,0
109,29735,BLUNT,34,MISSOUR,7,200,0.632,7
110,29735,BLUNT,34,MISSOUR,7,200,0.648,11
111,29735,BLUNT,34,MISSOUR,7,200,NA,18
115,21706,"BLUNT ROCHESTER, Lisa",NA,NA,1,100,NA,4
116,21706,"BLUNT ROCHESTER, Lisa",11,NA,1,100,NA,16
104,29357,BLUTE,3,MASSACH,3,200,NA,0
103,29357,BLUTE      ,3, MASSACH,3,200,NA,1
111,20943,BOCCIERI,24,OHIO,16,100,NA,2
104,15007,BOEHLERT,13,NEW YOR,23,200,NA,1
105,15007,BOEHLERT,13,NEW YOR,23,200,NA,5
106,15007,BOEHLERT,13,NEW YOR,23,200,0.184,6
107,15007,BOEHLERT,13,NEW YOR,23,200,0.208,10
108,15007,BOEHLERT,13,NEW YOR,24,200,0.232,6
109,15007,BOEHLERT,13,NEW YOR,24,200,0.256,13
103,15007,BOEHLERT   ,13, NEW YOR,23,200,NA,6
104,29137,BOEHNER,24,OHIO,8,200,NA,5
105,29137,BOEHNER,24,OHIO,8,200,NA,1
106,29137,BOEHNER,24,OHIO,8,200,0.603,0
107,29137,BOEHNER,24,OHIO,8,200,0.629,0
108,29137,BOEHNER,24,OHIO,8,200,0.656,12
109,29137,BOEHNER,24,OHIO,8,200,0.682,0
110,29137,BOEHNER,24,OHIO,8,200,0.709,4
111,29137,BOEHNER,24,OHIO,8,200,NA,6
